LOC_BLANK,LOC_CODE_AND_COMMENT,LOC_COMMENTS,DESIGN_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_PROG_TIME,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
0,0,0,2,9,24.11,25.64,8,7,11,N
33,0,2,1,21,13.8,136.3,6,10,58,N
3,0,0,3,20,23.43,517.34,16,22,25,N
1,0,0,1,10,26.63,173.6,15,13,13,N
7,0,4,1,22,31.02,331.8,12,9,33,N
5,0,5,3,30,50.91,676.18,26,12,42,N
9,0,4,4,53,56.66,1901.87,37,17,68,N
11,0,0,2,23,25.63,364.44,16,16,36,N
4,0,3,2,27,44.81,550.78,24,14,37,N
5,0,0,2,13,32.11,68.39,13,7,20,N
4,0,2,3,19,48.25,102.26,17,7,27,N
3,0,0,2,18,36.45,233.46,19,12,23,Y
10,0,10,5,51,36.2,4040.74,34,24,71,N
3,0,0,8,45,26.95,5037.02,28,29,50,N
5,0,11,1,9,30.95,91.82,13,10,27,N
6,0,4,5,25,70.03,439.5,35,12,37,N
0,0,0,2,22,31.35,105.74,12,11,27,N
5,0,3,4,27,40.98,447.78,20,11,39,N
9,0,1,5,20,37.67,227.27,19,11,32,Y
0,0,0,1,3,10.44,7.11,3,7,5,N
0,0,0,1,6,17.75,27.19,8,4,10,N
1,0,0,2,13,51.57,43.84,17,7,16,N
6,0,4,10,74,72.84,4266.82,71,29,84,Y
5,0,0,2,17,25.8,297.25,15,16,24,N
2,0,0,2,4,8.89,48.4,5,11,8,N
0,0,0,1,2,9.51,4.75,3,6,4,N
2,3,4,12,53,44.04,2884.31,36,24,62,N
1,0,0,2,15,17.04,299.04,11,17,18,N
5,0,1,4,53,55.38,1739.48,36,16,61,N
6,0,0,3,20,30.42,180.11,17,13,28,N
4,0,2,3,14,22.87,77.3,10,12,23,N
0,0,0,1,2,8,4,2,6,5,N
5,0,0,1,15,35.61,193.89,15,11,22,N
1,0,0,2,8,23.79,46.14,11,10,11,N
2,0,0,5,23,18.66,1343.87,14,21,27,N
2,1,1,8,14,32.07,329.25,16,15,22,N
1,0,0,2,8,23.15,58.11,9,11,11,N
18,1,18,9,91,81.17,5722.85,48,20,130,Y
0,0,0,1,3,9.51,13.21,3,6,5,N
3,0,1,4,11,28.85,56.9,12,11,17,N
4,0,0,1,18,16.42,267.05,9,11,24,N
16,0,14,11,53,54.78,2343.66,34,17,86,N
36,0,0,77,243,107.04,66621.71,77,25,281,N
10,6,4,3,38,29.52,2728.82,24,22,60,N
16,0,0,17,81,201.88,1206.16,54,7,99,N
2,0,0,3,16,17.27,227.52,10,14,20,N
2,0,0,5,39,33.13,767.23,30,25,41,N
3,0,0,7,50,36.31,4293.39,22,14,56,N
30,1,21,5,67,23.58,4552.25,19,20,126,Y
3,0,1,4,21,32.6,326.22,19,15,27,N
3,0,0,2,15,33.7,171.8,19,14,20,N
3,0,0,3,20,26.23,231.13,16,13,25,Y
5,0,0,1,18,48.87,265.01,25,13,26,N
5,0,0,2,34,75.08,659.65,33,10,41,Y
2,0,0,2,10,22.3,75.36,10,12,14,N
4,0,0,1,38,78.46,723.26,38,11,44,N
3,0,3,1,8,78.82,19.64,17,4,16,N
7,0,1,4,27,43.45,700.51,28,18,37,N
14,1,9,9,70,42.37,6103.19,50,38,96,Y
2,1,1,5,22,38.91,316.02,22,14,28,N
1,0,0,1,3,11.16,6.05,4,5,6,Y
2,0,0,2,13,21.33,116.53,12,14,17,N
39,1,6,67,656,114.78,193552.92,117,52,706,N
0,0,1,1,4,5.65,31.37,2,8,7,N
2,0,1,1,16,19.53,839.54,11,17,23,N
1,0,3,3,9,18.72,112.25,9,11,15,N
2,0,0,2,12,21.98,154.53,12,15,17,N
4,0,1,2,9,21.87,90.62,11,10,19,Y
2,0,0,1,7,19.66,55.83,10,11,11,N
2,0,0,2,14,32.15,227.89,17,16,18,N
9,1,6,3,22,31.22,205.68,18,14,40,N
16,0,7,9,102,53.55,12295.78,42,30,127,N
37,10,46,16,226,55.1,31622.54,58,30,321,Y
5,4,3,4,34,18.66,1322.34,14,20,49,N
3,4,1,1,21,16.42,509.21,8,14,31,N
5,0,6,2,20,44.96,196.1,18,11,33,N
4,0,0,1,10,40.81,168.97,15,7,16,N
0,0,1,1,2,7.74,0.97,2,3,5,N
1,0,0,1,9,9.57,40.72,4,10,12,N
44,3,73,8,209,83.39,30929.5,74,29,332,Y
4,0,1,7,31,37.8,448.16,23,14,38,N
2,2,6,7,36,39.17,1219.9,34,23,48,Y
4,1,3,13,67,73.75,4583.03,54,21,78,Y
6,0,11,2,20,43.11,157.87,21,11,39,N
4,0,0,3,25,31.85,456.98,21,15,31,N
8,1,6,1,23,38.21,532.76,19,14,41,N
6,0,5,38,63,96.85,3756.03,44,15,76,N
30,2,19,4,47,28.22,1967.2,25,23,103,N
14,0,2,2,47,50.66,2088.25,42,22,63,N
4,0,3,4,19,25.41,868.67,18,19,28,N
0,0,0,2,8,15.09,28.52,6,10,10,N
7,0,3,6,27,62.27,395.68,36,14,39,Y
4,0,0,4,24,25.18,438.59,17,14,30,N
2,0,0,1,6,13.44,11.95,4,8,11,N
0,0,0,3,10,17.85,28.2,6,8,12,N
4,0,7,4,37,32.74,1225.68,25,22,51,N
0,0,0,1,3,25.43,11.53,7,4,5,N
11,0,1,5,47,30.69,2209.42,23,23,61,N
0,0,0,1,6,13.69,17.53,5,6,8,Y
0,0,0,2,11,29.96,68.77,14,10,13,N
0,0,1,3,18,20.97,194.58,13,14,21,N
0,0,0,1,3,22.84,11.42,8,6,5,N
0,0,0,1,0,0,0,0,0,16,N
2,1,0,3,10,33.69,1812.46,17,23,15,N
1,0,0,1,6,55.18,12.26,13,4,9,N
8,0,5,4,62,24.39,6927.36,24,26,77,N
2,0,0,1,8,12.48,48.15,6,10,12,N
15,0,0,2,65,99.21,1234.42,43,11,82,N
50,6,29,11,121,56.13,11700.12,49,29,209,N
2,0,10,1,4,17.97,3.51,4,3,18,N
1,0,4,1,11,15.53,173.21,9,15,18,N
0,0,0,1,2,19.58,13.33,7,7,4,N
1,0,0,1,8,17.52,66.25,6,9,11,N
5,0,3,3,24,40.79,575.61,24,15,34,Y
2,0,0,2,14,40.35,39.54,15,7,18,N
1,0,0,1,12,20.9,107.03,10,12,17,N
6,0,6,4,23,36.59,209.42,20,14,37,Y
1,0,0,3,29,17.67,1521.78,8,14,32,N
0,0,0,1,2,11.1,15.42,3,10,4,N
3,0,0,11,48,47.45,2332.99,36,21,55,N
3,0,3,2,18,45.18,135.3,19,9,26,N
7,0,17,10,54,38.71,2379.72,34,26,80,N
3,0,3,2,8,18.5,38.55,8,7,16,N
3,0,0,1,16,13.88,127.44,7,12,23,N
4,0,0,3,18,37.2,221.01,22,13,24,N
4,0,0,3,19,21.1,175.94,12,14,25,N
21,0,9,2,29,168.31,155,49,7,61,Y
12,0,2,5,45,28.14,1963.12,16,18,61,N
12,0,0,1,16,11.99,310.84,5,8,30,N
2,0,2,2,24,35.84,312.43,19,14,31,N
16,0,0,5,58,46.08,1843.41,36,21,76,Y
1,0,0,3,17,55.21,155.9,27,11,20,N
9,0,0,5,45,71.14,1595.7,43,16,56,Y
3,0,0,1,12,27.93,132.23,13,10,18,N
8,0,12,24,86,50.04,6177.8,35,20,110,N
19,0,9,1,53,102.4,3318.44,46,11,84,N
2,0,0,1,10,12,46.3,6,10,15,N
5,0,11,2,24,17.43,1314.05,9,13,42,N
2,0,0,1,18,27.58,142.46,14,10,22,N
0,0,0,3,12,26.06,45.41,10,8,14,N
10,3,5,4,48,40.59,1965.12,23,14,68,N
5,0,2,1,9,14.71,81.75,7,10,18,N
31,0,12,17,153,60.06,33571.76,59,44,198,N
5,0,4,1,20,12.57,622.51,7,11,31,N
1,0,0,1,9,20.31,69.96,8,6,12,N
9,0,36,3,48,16.67,1792.97,13,22,95,Y
0,0,0,2,9,20.16,9.53,6,5,11,N
25,0,1,1,87,132.74,5874.6,69,19,115,Y
1,0,0,4,20,34.22,105.91,14,11,23,N
12,0,0,10,47,62.81,448.71,25,9,61,N
2,0,4,1,4,31.29,13.14,8,4,12,N
0,0,0,3,21,26.5,756.5,12,8,23,N
9,1,0,3,68,98.46,2348.27,50,14,80,Y
4,0,0,2,26,22.26,386.47,14,15,32,N
16,0,25,5,148,66.1,12011.21,47,21,194,N
2,0,0,3,13,20.03,463.08,15,18,17,N
7,0,0,2,23,60.63,822.3,36,15,32,N
0,0,0,1,3,9.47,3.74,3,4,5,N
3,0,0,3,17,20.1,188.75,12,12,22,N
4,1,5,6,37,26.8,3114.88,27,26,49,N
2,1,0,2,18,29.3,100.95,16,12,23,N
1,0,0,1,2,13.5,3,4,4,5,N
1,0,0,2,12,27.38,45.25,11,10,15,N
31,28,42,14,120,99.53,23506.09,88,27,221,N
7,0,2,2,23,29.88,771.05,19,21,36,N
5,0,1,1,12,45.85,110.96,15,9,20,N
2,0,0,1,3,14.34,12.75,4,8,10,N
1,0,0,1,5,12.68,9.91,4,5,8,N
4,0,0,2,8,31.25,134.25,17,13,14,Y
3,0,3,1,10,78.82,19.64,17,4,16,N
0,0,0,1,5,9.87,17.35,4,9,7,N
0,0,0,1,4,20.76,18.46,6,4,7,N
8,0,0,5,31,29.1,1297.63,24,20,41,N
3,1,0,1,12,33.37,251.47,17,12,19,Y
8,1,2,7,26,50.88,627.21,29,16,39,N
4,0,2,2,15,29.47,286.76,17,15,23,N
3,0,0,2,8,23.78,74.32,11,11,14,N
2,0,6,2,82,201.19,5570.03,85,15,92,N
0,0,0,1,9,9.11,17.22,3,7,11,N
2,0,0,1,12,21.11,157,7,6,16,N
4,1,6,3,20,35.53,184.46,18,12,34,N
11,0,12,8,50,37.81,1795.7,25,17,75,Y
1,0,0,3,13,23.15,172.24,14,12,16,N
6,1,0,2,13,30.49,94.36,14,11,22,N
0,0,1,1,3,12,4.17,3,5,6,N
4,0,4,2,16,28.24,142.58,15,13,26,N
30,0,2,44,333,120.77,25277.05,87,24,367,Y
12,1,10,16,100,94.22,2345.27,63,21,125,Y
15,0,16,30,189,79.04,36447.84,92,44,223,N
1,0,0,1,11,28.52,176.74,16,13,14,N
3,0,1,1,18,15.78,148.15,9,13,24,N
3,1,2,7,27,24.79,1226.41,19,18,35,N
4,3,1,5,44,30.31,1000.16,23,19,54,N
3,1,2,3,24,18.9,394.09,12,15,32,N
4,0,0,5,31,24.56,638.79,18,19,37,N
2,0,6,3,11,20.47,34.4,9,9,21,N
8,0,3,4,53,24.12,4175.17,19,21,67,N
6,2,27,6,51,46.79,1240.52,39,24,86,Y
4,0,0,4,24,38.97,184.74,19,13,28,N
4,0,0,4,20,27.65,110.98,13,13,24,N
4,0,0,2,22,15.07,245.11,9,14,26,N
6,0,0,1,14,37.93,108.86,16,10,22,N
8,0,4,5,50,33.65,1800.02,31,26,66,N
3,0,0,4,25,27.52,982.18,23,22,30,N
10,0,21,12,59,43.37,1870.93,30,22,92,Y
7,2,3,7,33,29.46,1257.45,25,22,47,Y
3,0,0,2,24,34.35,463,26,18,27,N
18,0,7,10,119,25.77,18166.07,22,21,147,N
4,9,4,7,41,47.78,989.8,29,16,60,N
21,0,29,4,29,26.36,351.87,14,14,81,N
3,0,10,7,28,24.21,894.08,16,15,43,N
1,0,0,1,3,16.5,3.67,4,4,6,N
0,0,0,1,3,21.59,4.8,6,4,7,N
2,0,3,1,7,7.27,48.86,3,11,14,N
3,0,0,1,13,61.64,71.56,21,8,18,N
8,1,4,6,25,27.63,1427.9,18,18,41,N
8,0,0,3,25,32.72,430.76,19,15,35,N
4,0,3,2,9,18.89,131.61,10,16,18,N
21,0,0,7,55,35.75,869.22,19,15,78,Y
5,0,0,33,72,82.9,4707.83,52,19,79,N
3,1,1,1,33,21.16,300.96,14,16,40,N
16,0,0,1,52,168.57,2697.42,70,12,70,Y
6,1,7,3,29,24.27,733.95,18,24,45,Y
1,0,0,1,4,19.37,6.73,6,5,7,N
3,0,0,1,24,21.22,247.87,11,11,27,N
2,0,4,1,10,10.84,60.23,6,12,18,N
4,0,0,5,41,35.03,887.04,20,14,47,N
1,0,0,1,5,21.92,28.2,8,7,9,N
1,2,0,2,8,23.77,5.28,5,4,13,Y
2,0,0,2,9,17.67,70.08,10,13,13,N
6,0,1,3,23,26.64,434.9,14,15,32,N
11,0,1,12,61,44.06,4977.16,38,23,75,N
7,0,5,4,33,34.51,490.85,21,16,51,N
20,4,19,17,64,43.34,4660.95,39,24,113,N
9,0,4,2,61,42.25,1586.54,27,18,79,N
12,2,11,8,70,96.48,2127.47,52,14,97,N
1,0,2,1,4,18.44,12.55,6,6,10,N
4,0,19,3,49,24.21,3028.92,22,24,74,Y
1,0,0,3,22,35.53,1009.08,23,16,25,N
5,0,5,1,27,21.74,1623.09,16,17,42,N
2,0,0,3,17,34.24,277.54,19,17,21,N
3,0,2,4,47,34.6,1631.65,30,23,54,N
0,0,0,2,8,21.68,30.12,9,9,10,N
5,0,0,2,15,18.98,215.62,10,13,22,N
3,0,1,2,8,24.86,37.34,10,8,14,Y
4,0,6,1,18,13.59,282.17,6,8,30,N
0,0,0,1,141,95.69,4020.27,93,55,143,N
2,0,0,1,10,37.87,389.43,19,11,14,N
2,0,0,2,10,15.47,82.17,9,11,14,N
2,0,0,4,19,18.96,501.42,11,16,23,N
3,0,2,2,14,21.9,220.47,13,14,22,N
1,0,0,1,23,11.3,1160.48,10,20,26,N
0,0,0,1,7,10.29,19.44,3,5,9,N
4,0,1,4,19,31.84,141.01,14,10,27,N
1,0,0,1,4,20.49,13.94,6,6,7,N
7,0,6,6,24,24.1,1409.57,20,22,39,N
2,0,0,3,15,42.5,135.62,19,9,19,N
9,0,0,2,40,30.85,333.51,20,18,51,N
0,0,4,1,17,36.14,32.11,10,5,23,N
6,0,14,8,46,37.64,2074.96,31,21,68,N
0,0,0,1,3,12.52,19.17,4,7,6,N
14,0,18,4,31,33.02,1500.36,25,22,65,Y
12,9,4,1,30,109.66,745.73,47,10,57,N
2,0,0,3,18,23.08,128.19,14,14,22,N
2,0,0,1,10,56.44,25.17,15,5,14,Y
3,0,0,1,9,41.07,58.57,15,8,14,N
5,0,11,6,31,38.58,378.87,22,13,49,N
24,0,29,8,107,76.97,6618.66,57,23,162,N
2,0,0,1,29,22.28,180.92,11,14,33,N
1,0,0,1,14,10.13,441.27,4,7,17,N
24,10,42,11,90,58.17,6381.62,48,27,168,N
1,0,0,4,22,26.5,349.95,18,15,25,N
0,0,0,2,18,27.07,319.89,12,14,20,N
0,0,0,1,3,13,6.5,4,4,5,N
1,0,0,1,5,24.33,3.04,4,3,8,N
9,2,7,9,42,59.12,1385.71,37,16,63,N
5,0,2,4,29,43.3,459.27,22,16,38,Y
1,0,0,2,7,8.93,32.54,5,9,10,N
5,1,0,10,23,47.31,7836.22,30,28,31,N
1,0,0,3,10,30.17,85.51,14,10,13,N
1,0,0,1,4,15.23,17.13,5,9,7,N
3,1,0,2,27,29.16,576.14,14,12,33,Y
1,0,0,2,9,17.28,32.14,7,9,12,N
4,0,0,2,11,10.03,67.44,6,11,17,N
8,0,0,2,23,15.36,402.74,9,17,33,N
5,0,0,7,26,24.18,1257.08,17,20,33,N
72,0,73,7,325,224.01,61059.72,165,23,472,N
5,0,0,1,11,16.12,55.31,7,10,19,N
8,7,3,14,59,50.52,2634.72,47,30,79,Y
25,1,12,3,34,20.08,852.32,14,18,75,N
8,0,0,2,13,24.49,92.6,10,11,24,Y
1,0,24,4,28,11.34,1050.51,9,15,56,N
2,0,0,1,15,9.65,111.18,5,12,19,N
11,0,17,2,814,101.2,238607.05,811,411,844,Y
6,0,1,1,16,20.26,348.92,14,17,27,N
0,0,4,1,1,0,0,0,1,7,N
2,4,0,4,19,29.58,143.56,13,9,27,N
2,0,0,1,8,14.47,60.07,7,11,12,N
1,0,2,2,8,27.07,64.44,11,9,14,N
40,0,16,2,25,17.14,542.15,11,15,85,N
5,10,8,8,92,49.17,5478.79,42,22,119,Y
3,0,0,1,5,16.23,18.85,7,8,10,N
1,0,0,2,12,10.49,278.37,7,17,13,N
5,0,0,2,8,22.85,173.56,13,16,15,N
3,0,2,4,31,25.52,711.14,19,23,39,N
2,0,0,1,5,21.33,9.67,7,5,9,N
2,0,0,2,13,20.88,82.82,10,13,17,N
32,1,45,18,172,100.81,12168.53,85,28,252,Y
6,0,5,4,20,32.83,501.38,19,15,33,N
3,0,0,1,9,15.42,38.07,6,8,14,N
8,0,2,4,58,45.07,1891.27,30,17,70,Y
4,0,7,1,16,49.41,182.02,21,9,29,Y
2,0,1,2,9,24.06,36.14,10,8,15,N
47,0,21,2,170,246.94,18676.77,102,13,240,N
34,0,14,5,81,98.68,3608.63,67,18,132,N
4,0,0,3,20,33.43,111.98,17,11,26,N
2,1,0,3,13,33.56,2048.27,17,23,18,N
11,0,10,3,39,63.62,1043.06,28,13,65,N
6,0,2,3,24,25.41,221.87,14,13,34,N
2,0,0,1,10,29.6,248.42,12,5,15,N
1,0,0,4,17,34.29,33.6,10,6,20,N
3,0,0,9,34,35.84,1108.87,25,20,39,N
3,0,0,1,11,29.75,70.66,13,10,16,N
3,0,1,1,9,24.52,150.21,10,7,16,N
13,0,0,2,58,35.85,719.05,21,19,74,Y
2,0,1,3,10,18.8,69.91,11,12,16,N
5,0,4,1,13,16.1,201.23,10,15,24,N
5,0,0,2,14,44.96,44.8,17,8,21,Y
18,0,17,1,92,183.27,1836.02,77,11,129,N
3,0,4,1,13,10.42,83.35,5,10,23,N
1,0,0,1,28,26.96,198.06,16,16,31,N
0,0,0,2,7,18.08,16.07,7,7,9,N
18,0,11,3,74,126.75,1653.05,70,15,105,Y
6,0,5,5,45,42.17,1447.53,28,16,58,N
5,0,0,4,27,42.78,225.92,20,10,34,Y
7,0,0,8,67,43.26,4539.2,37,24,76,N
2,0,0,5,28,31.91,290.43,20,16,33,N
0,0,0,2,5,11.07,11.77,4,7,7,Y
3,0,2,1,28,11.58,894.61,7,18,35,N
4,0,0,2,12,10.66,71.63,5,10,18,N
73,3,18,6,64,22.39,3278.31,18,22,160,Y
5,0,15,18,99,48.41,11206.14,38,22,123,N
1,0,0,3,11,23.89,116.67,12,9,14,N
4,0,3,3,15,27.74,78.24,12,9,24,Y
29,9,36,1,31,20.87,3631.86,13,15,107,Y
1,0,0,2,8,15.42,50.98,7,12,11,N
5,0,0,2,14,18.73,84.28,8,12,22,Y
1,0,0,1,6,11.11,68.07,6,14,9,N
14,0,1,4,28,33.26,262.39,18,13,46,Y
0,0,0,3,13,23.69,26.65,7,7,15,N
16,0,3,4,23,34.28,588.31,20,19,44,Y
8,0,17,8,99,52.75,3719.52,48,30,127,N
1,0,0,3,23,20.07,160.54,11,11,26,N
1,0,0,3,9,18.88,76.68,10,9,12,N
4,0,1,2,10,20.44,58.86,10,12,17,N
1,0,0,1,3,13.79,1.72,3,3,6,N
0,0,0,1,9,10.73,22.37,4,7,11,N
6,0,5,3,31,32.65,859.76,24,19,47,N
8,0,0,11,52,50.32,3337.06,31,21,62,N
1,0,1,2,8,18.12,16.79,6,7,12,N
23,1,1,2,113,58.97,2436.74,44,30,140,N
10,0,6,6,33,18.04,1782.18,18,23,51,N
11,0,1,1,28,91.4,671.56,42,14,43,N
6,2,2,5,28,47.28,194.65,23,11,40,N
1,0,0,1,5,13.96,27.92,6,8,6,N
4,0,0,2,41,41.8,2143.54,21,11,47,N
3,0,9,7,18,26.25,969,18,16,32,N
3,11,0,22,51,61.19,2922.05,44,20,67,Y
0,0,0,1,6,23.93,16.29,7,7,8,N
2,0,3,1,6,10.32,49.95,3,7,14,Y
9,2,15,7,35,28.31,856.43,18,21,63,Y
1,0,0,1,16,6.55,327.43,2,4,19,N
0,0,0,3,34,38.68,234.89,22,20,36,N
3,0,0,4,13,22.67,325.31,14,15,18,N
24,3,26,16,83,69.11,2447.99,56,28,138,N
15,0,4,12,78,67.57,3121.78,43,20,99,N
1,0,0,2,11,21.55,172.43,10,12,14,N
70,9,72,18,221,99.02,39764.99,110,43,374,N
2,0,0,1,6,15.38,24.91,5,6,10,N
14,3,11,10,48,52.4,2888.74,36,21,78,N
33,0,37,11,211,32.84,22729.58,29,26,283,N
13,0,0,6,40,38.42,602.92,26,23,55,Y
4,0,8,4,22,45.4,287.82,22,10,36,N
2,0,0,2,10,19.89,119.5,10,16,14,N
0,0,0,1,2,12.97,11.53,3,8,4,N
5,0,3,4,25,27.07,242.11,16,14,35,Y
1,0,5,2,13,19.67,177.63,10,15,21,N
5,0,1,2,19,25.4,828.34,13,15,27,N
1,0,0,9,30,35.74,1116.49,21,12,33,N
1,0,0,2,14,31.18,97.43,14,10,17,N
2,0,0,3,8,21.13,66.02,9,9,12,N
4,0,0,1,11,64.83,91.62,23,8,17,N
19,0,47,9,69,40.63,2436.43,24,19,137,N
5,0,13,4,16,49.83,50.4,15,8,36,N
3,0,0,1,7,34.49,18.55,9,4,12,N
2,1,1,2,24,32.54,321.35,18,15,30,Y
1,0,3,2,7,15,7.5,4,4,13,N
8,0,4,2,23,72.63,237.18,33,11,37,Y
2,0,1,1,13,16.92,66.33,10,14,18,Y
5,1,9,2,18,13.66,447.4,9,19,35,Y
8,0,17,6,33,34.28,1265.26,29,23,60,N
2,1,2,9,17,31.23,340.06,15,14,26,N
6,8,8,6,72,40.37,2848.38,33,21,96,N
4,0,6,3,58,44.84,4177.26,20,13,70,N
1,0,0,3,29,15.83,1551.25,8,16,32,N
2,0,0,3,14,16.81,157.81,9,13,18,N
0,0,0,1,0,0,0,0,0,29,N
0,0,0,2,10,15.43,85.72,6,12,12,N
2,0,0,5,27,29.13,124.43,13,12,31,Y
0,0,0,1,1,3.48,3.1,1,4,3,N
7,0,3,1,43,28.38,1760.33,17,16,55,Y
2,0,0,1,9,18.8,104.46,7,10,13,N
3,0,0,1,7,16.73,12.05,5,4,12,N
8,0,18,3,22,26.08,648.68,22,19,50,Y
2,0,0,2,15,17.07,194.43,11,15,19,N
7,2,7,5,29,30.99,337.41,19,14,47,N
26,0,2,9,135,89.2,13565.61,75,24,165,Y
11,0,6,5,44,50.34,715.92,31,16,63,N
9,0,6,4,46,63.83,1661.83,37,18,64,Y
1,0,0,3,13,22.98,103.41,13,13,16,N
3,0,0,1,4,24.22,7.03,7,4,9,N
4,2,8,2,30,26.77,315.82,14,12,47,N
3,0,0,1,5,26.31,11.56,8,5,10,N
3,0,3,4,20,28.81,252.98,14,11,28,N
1,0,1,1,6,25.57,19.1,9,6,10,N
5,0,0,1,14,12.27,259.11,4,6,22,N
1,0,0,3,18,38.33,172.5,20,12,21,N
0,0,1,1,2,5.33,0.67,1,3,6,N
1,0,0,2,12,17.86,223.3,8,12,15,Y
3,0,6,1,6,49.6,17.22,12,4,17,Y
0,0,0,1,4,30.15,12.93,9,5,6,N
2,0,0,2,10,12.38,61.16,7,11,14,N
2,0,5,2,10,18.56,29.33,6,8,19,N
5,0,0,2,5,15.72,59.43,8,12,12,N
1,0,0,2,8,11.46,52.7,5,13,11,N
11,0,8,4,37,41.66,1054.68,26,15,60,N
12,0,16,1,27,94.27,438.11,41,10,57,N
0,0,0,1,2,21.59,4.8,6,4,4,N
0,0,0,2,6,22.2,11.1,7,6,8,N
2,0,6,1,9,13.4,29.08,4,10,19,N
10,0,33,4,50,50.49,2267.12,36,23,95,Y
55,0,4,5,43,46.28,2570.64,38,27,104,N
3,0,0,2,20,20.24,427.62,12,13,26,N
0,0,0,1,5,30.47,6.77,8,4,7,N
3,0,0,3,15,13.94,120.99,9,15,21,N
6,0,0,4,61,62.83,2252.22,46,19,69,N
8,0,0,4,22,35.82,424.67,23,16,32,N
1,0,0,1,6,12.57,60.2,7,13,9,N
14,0,0,3,46,33.77,3106.9,23,16,62,N
5,0,0,3,20,35.34,180.95,15,9,27,N
8,0,1,3,41,35.25,744.6,20,15,52,N
2,0,6,4,27,40.98,447.78,20,11,39,N
42,5,35,14,228,71.69,38106.71,57,27,312,N
8,0,9,5,34,29.73,1587.06,24,24,53,N
1,0,0,4,23,27.34,280.49,17,14,26,N
2,0,0,2,15,17.33,203.64,11,16,17,N
1,0,0,3,18,28.04,171.74,16,14,27,N
4,0,2,1,41,23.1,3453.24,12,15,49,Y
33,0,0,35,155,154.91,8117.38,97,18,190,Y
0,0,0,1,10,35.81,86.41,11,5,10,N
8,1,5,2,40,29.31,1688.46,25,23,56,Y
0,0,0,1,3,15.95,5.54,5,5,5,N
6,0,0,13,118,68.97,9862.89,68,30,126,N
7,0,2,3,21,32.22,558.81,21,14,32,N
2,0,0,2,15,38.96,148.61,21,12,19,N
3,0,0,2,10,17.59,271.53,12,16,15,N
2,0,0,1,7,11.59,54.12,6,11,11,N
24,0,2,10,146,59.75,13508.46,43,26,175,Y
7,0,11,4,64,22.95,3332.19,17,22,84,Y
4,0,3,2,25,32.43,215.91,19,13,35,N
2,0,0,1,12,9.09,119.78,5,11,17,N
7,0,0,4,23,26.19,233.42,12,16,32,N
3,0,0,4,19,19.85,527.76,16,20,24,N
0,1,1,1,5,8.96,17.92,4,8,9,N
5,0,0,1,59,65.22,7053.94,33,13,66,N
1,0,0,2,15,45.78,90.11,21,10,18,N
20,0,38,7,69,72.07,1052.1,38,16,129,Y
2,0,0,1,17,58.87,57.69,20,7,21,N
2,0,0,1,47,405.82,510.31,66,4,49,N
5,0,0,2,19,14.67,262.41,9,17,26,N
2,1,0,2,17,26.01,103.46,13,11,23,N
10,3,5,7,54,73.17,1474.75,43,18,75,N
7,0,0,6,38,36.56,707.71,21,16,47,N
1,0,0,3,14,20.96,110.68,12,13,17,N
2,0,0,2,11,17.01,129.37,10,13,15,N
1,0,0,5,21,36.78,384.33,21,12,24,N
0,0,0,3,7,22.51,80.04,9,12,9,N
3,0,1,3,32,35.54,818.83,22,14,38,N
3,0,0,6,31,23.42,548.63,15,14,36,N
4,0,0,1,7,13.22,38.07,5,9,13,N
1,0,0,2,7,13.71,33.84,6,8,10,N
5,0,0,2,16,29.06,272.88,15,15,23,Y
28,10,30,13,105,72.5,7138.11,62,29,175,N
1,0,0,1,10,9.45,63.56,5,11,13,N
0,1,0,1,8,20.73,93.28,7,7,11,N
1,0,1,1,3,15,3.33,4,4,7,N
2,0,0,1,11,23.18,215.07,13,14,15,N
0,0,0,2,10,17.12,26.21,6,9,12,N
4,1,1,2,18,36.84,164.91,21,13,26,N
0,1,0,13,20,29.57,369.69,11,10,23,N
2,0,1,5,21,16.27,711.33,10,17,26,N
2,0,0,3,29,68.64,151.35,20,6,33,N
4,0,0,3,9,23.28,130.5,11,13,15,N
1,0,0,1,3,12.18,6.09,4,6,6,N
8,13,3,9,68,74.55,3084.19,59,23,94,Y
2,0,3,6,27,33.91,95.62,12,9,34,N
1,0,0,2,7,11.95,26.35,5,7,10,N
3,0,2,5,18,19.23,781.11,13,19,26,N
11,0,10,4,31,40.49,811.95,30,19,56,N
4,0,1,2,16,20.43,290.58,12,16,24,N
3,0,0,3,10,21.72,108.89,12,12,15,N
1,0,0,2,21,32.99,277.96,19,12,24,N
2,0,0,5,24,21,262.44,13,13,28,N
5,0,0,1,22,20.58,787.85,8,12,29,N
6,0,2,3,73,51.24,6719.73,36,22,85,N
5,0,4,1,19,40.02,241.47,19,11,31,Y
5,0,3,9,55,16.66,6196.03,11,15,65,N
34,1,18,13,219,80.97,18709.55,67,29,274,Y
3,0,0,7,65,55.06,2984.77,40,21,71,N
2,2,0,3,22,50.41,155.03,25,12,28,Y
8,0,0,2,19,51.79,233.08,21,9,29,N
49,1,13,4,21,43.51,312.75,24,13,91,Y
7,0,0,3,33,44.35,736.01,30,17,42,N
2,1,0,2,17,28.48,118.18,14,11,23,N
1,0,0,2,4,12.44,28.57,7,9,7,N
